"Compliant";"SubscriptionId";"SubscriptionName";"ResourceGroup";"ClusterName";"ProvisioningState";"Region";"Version";"ManagedResourceGroup";"PrivateCluster";"PrivateClusterPublicFqdn";"LoadBalancerWithoutPublicIp";"NodePoolSubnetWithNSG";"NetworkPolicyAzureCalico";"NetworkPluginMode";"IsKubernetesVersionSupported";"ContainerInsights";"DiagnosticSettings";"UserAssignedIdentity";"PodIdentityDeprecated";"MicrosoftDefender";"RBAC";"AzureADIntegration";"DisableLocalAccounts";"KMSConfigured";"AzurePolicy";"WorkloadIdentity";"SystemAndUserNodePool";"AvailabilityZones";"UptimeSlaConfiguration";"CurrentNodepoolCount";"CurrentTotalNodeCount";"OsDiskType";"ErrorMessage"
"KO";"069a7d2f-aaaa-aaaa-aaaa-111111111111";"Demo Subscription";"rg-common";"aks-common-westeu-01";"Succeeded";"westeurope";"1.27.3";"rg-aks-common";"KO";"KO";"KO";"KO";"KO";"KO";"OK";"KO";"KO";"OK";"OK";"KO";"OK";"OK";"OK";"KO";"OK";"KO";"OK";"KO";"KO";"2";"0";"KO";
